"","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species"
"1383",39639742,1,"DEERWHITETAILED","15_06_SH_000391.JPG","15_06_SH_000392.JPG","15_06_SH_000393.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1384",39639743,1,"DEERWHITETAILED","15_06_SH_000394.JPG","15_06_SH_000395.JPG","15_06_SH_000396.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1385",39639744,1,"DEERWHITETAILED","15_06_SH_000397.JPG","15_06_SH_000398.JPG","15_06_SH_000399.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1386",39639745,1,"DEERWHITETAILED","15_06_SH_000400.JPG","15_06_SH_000401.JPG","15_06_SH_000402.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1387",39639746,1,"DEERWHITETAILED","15_06_SH_000403.JPG","15_06_SH_000404.JPG","15_06_SH_000405.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1388",39639747,1,"DEERWHITETAILED","15_06_SH_000407.JPG","15_06_SH_000406.JPG","15_06_SH_000408.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1389",39639748,1,"DEERWHITETAILED","15_06_SH_000409.JPG","15_06_SH_000411.JPG","15_06_SH_000410.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1390",39639749,1,"DEERWHITETAILED","15_06_SH_000412.JPG","15_06_SH_000413.JPG","15_06_SH_000414.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1391",39639750,1,"DEERWHITETAILED","15_06_SH_000415.JPG","15_06_SH_000416.JPG","15_06_SH_000417.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1392",39639751,1,"DEERWHITETAILED","15_06_SH_000418.JPG","15_06_SH_000419.JPG","15_06_SH_000420.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1393",39639752,1,"DEERWHITETAILED","15_06_SH_000421.JPG","15_06_SH_000422.JPG","15_06_SH_000423.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1394",39639753,1,"DEERWHITETAILED","15_06_SH_000424.JPG","15_06_SH_000425.JPG","15_06_SH_000426.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1395",39639754,1,"DEERWHITETAILED","15_06_SH_000427.JPG","15_06_SH_000428.JPG","15_06_SH_000429.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1396",39639755,1,"DEERWHITETAILED","15_06_SH_000430.JPG","15_06_SH_000431.JPG","15_06_SH_000432.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1397",39639756,1,"DEERWHITETAILED","15_06_SH_000433.JPG","15_06_SH_000434.JPG","15_06_SH_000435.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1398",39639757,1,"DEERWHITETAILED","15_06_SH_000436.JPG","15_06_SH_000437.JPG","15_06_SH_000438.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1399",39639758,1,"DEERWHITETAILED","15_06_SH_000439.JPG","15_06_SH_000440.JPG","15_06_SH_000441.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1400",39639759,1,"DEERWHITETAILED","15_06_SH_000442.JPG","15_06_SH_000444.JPG","15_06_SH_000443.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1401",39639760,1,"DEERWHITETAILED","15_06_SH_000445.JPG","15_06_SH_000447.JPG","15_06_SH_000446.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1402",39639761,1,"DEERWHITETAILED","15_06_SH_000448.JPG","15_06_SH_000449.JPG","15_06_SH_000450.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1403",39639762,1,"DEERWHITETAILED","15_06_SH_000452.JPG","15_06_SH_000451.JPG","15_06_SH_000453.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1404",39639763,1,"DEERWHITETAILED","15_06_SH_000455.JPG","15_06_SH_000454.JPG","15_06_SH_000456.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1405",39639764,1,"DEERWHITETAILED","15_06_SH_000457.JPG","15_06_SH_000458.JPG","15_06_SH_000459.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1406",39639765,1,"DEERWHITETAILED","15_06_SH_000460.JPG","15_06_SH_000461.JPG","15_06_SH_000462.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1407",39639766,1,"DEERWHITETAILED","15_06_SH_000463.JPG","15_06_SH_000464.JPG","15_06_SH_000465.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1408",39639767,1,"DEERWHITETAILED","15_06_SH_000466.JPG","15_06_SH_000467.JPG","15_06_SH_000468.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1409",39639781,1,"DEERWHITETAILED","15_06_SH_000469.JPG","15_06_SH_000471.JPG","15_06_SH_000470.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1410",39639782,1,"DEERWHITETAILED","15_06_SH_000473.JPG","15_06_SH_000472.JPG","15_06_SH_000474.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1411",39639783,1,"DEERWHITETAILED","15_06_SH_000476.JPG","15_06_SH_000475.JPG","15_06_SH_000477.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1412",39639784,1,"DEERWHITETAILED","15_06_SH_000479.JPG","15_06_SH_000478.JPG","15_06_SH_000480.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1413",39639785,1,"DEERWHITETAILED","15_06_SH_000481.JPG","15_06_SH_000482.JPG","15_06_SH_000483.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1414",39639786,1,"DEERWHITETAILED","15_06_SH_000484.JPG","15_06_SH_000485.JPG","15_06_SH_000486.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1415",39639787,1,"DEERWHITETAILED","15_06_SH_000488.JPG","15_06_SH_000487.JPG","15_06_SH_000489.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1416",39639789,1,"DEERWHITETAILED","15_06_SH_000490.JPG","15_06_SH_000492.JPG","15_06_SH_000491.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1417",39639790,1,"DEERWHITETAILED","15_06_SH_000494.JPG","15_06_SH_000495.JPG","15_06_SH_000493.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1418",39639791,1,"DEERWHITETAILED","15_06_SH_000496.JPG","15_06_SH_000498.JPG","15_06_SH_000497.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1419",39639792,1,"DEERWHITETAILED","15_06_SH_000499.JPG","15_06_SH_000500.JPG","15_06_SH_000501.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1420",39639793,1,"DEERWHITETAILED","15_06_SH_000502.JPG","15_06_SH_000503.JPG","15_06_SH_000504.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1421",39639794,1,"DEERWHITETAILED","15_06_SH_000505.JPG","15_06_SH_000506.JPG","15_06_SH_000507.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1422",39639795,2,"DEERWHITETAILED","15_06_SH_000508.JPG","15_06_SH_000509.JPG","15_06_SH_000510.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1423",39639796,1,"DEERWHITETAILED","15_06_SH_000511.JPG","15_06_SH_000512.JPG","15_06_SH_000513.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1424",39639797,1,"DEERWHITETAILED","15_06_SH_000514.JPG","15_06_SH_000515.JPG","15_06_SH_000516.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1425",39639800,1,"COYOTE","15_06_SH_000517.JPG","15_06_SH_000518.JPG","15_06_SH_000519.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Coyote"
"1426",39639816,1,"SQUIRRELGRAY","15_06_SH_000520.JPG","15_06_SH_000521.JPG","15_06_SH_000522.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1427",39639819,1,"SQUIRRELGRAY","15_06_SH_000523.JPG","15_06_SH_000524.JPG","15_06_SH_000525.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1428",39639861,1,"NOTHINGHERE","15_06_SH_000526.JPG","15_06_SH_000528.JPG","15_06_SH_000527.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Nothing Here"
"1429",39639874,1,"DEERWHITETAILED","15_06_SH_000529.JPG","15_06_SH_000530.JPG","15_06_SH_000531.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1430",39639880,1,"DEERWHITETAILED","15_06_SH_000532.JPG","15_06_SH_000533.JPG","15_06_SH_000534.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1431",39639883,1,"DEERWHITETAILED","15_06_SH_000535.JPG","15_06_SH_000536.JPG","15_06_SH_000537.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1432",39639893,1,"SQUIRRELGRAY","15_06_SH_000538.JPG","15_06_SH_000539.JPG","15_06_SH_000540.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1433",39639907,1,"SQUIRRELGRAY","15_06_SH_000541.JPG","15_06_SH_000542.JPG","15_06_SH_000543.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1434",39639911,2,"SQUIRRELGRAY","15_06_SH_000544.JPG","15_06_SH_000545.JPG","15_06_SH_000546.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1435",39639915,1,"SQUIRRELGRAY","15_06_SH_000547.JPG","15_06_SH_000548.JPG","15_06_SH_000549.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1436",39639935,1,"NOTHINGHERE","15_06_SH_000551.JPG","15_06_SH_000550.JPG","15_06_SH_000552.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Nothing Here"
"1437",39639944,1,"DEERWHITETAILED","15_06_SH_000553.JPG","15_06_SH_000554.JPG","15_06_SH_000555.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1438",39639945,1,"DEERWHITETAILED","15_06_SH_000556.JPG","15_06_SH_000557.JPG","15_06_SH_000558.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1439",39639946,1,"DEERWHITETAILED","15_06_SH_000559.JPG","15_06_SH_000560.JPG","15_06_SH_000561.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1440",39639960,1,"DEERWHITETAILED","15_06_SH_000562.JPG","15_06_SH_000563.JPG","15_06_SH_000564.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1441",39639961,1,"DEERWHITETAILED","15_06_SH_000565.JPG","15_06_SH_000566.JPG","15_06_SH_000567.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1442",39639974,1,"DEERWHITETAILED","15_06_SH_000569.JPG","15_06_SH_000568.JPG","15_06_SH_000570.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1443",39639996,1,"SQUIRRELGRAY","15_06_SH_000571.JPG","15_06_SH_000573.JPG","15_06_SH_000572.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1444",39639997,1,"SQUIRRELGRAY","15_06_SH_000574.JPG","15_06_SH_000576.JPG","15_06_SH_000575.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1445",39639998,1,"SQUIRRELGRAY","15_06_SH_000577.JPG","15_06_SH_000579.JPG","15_06_SH_000578.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1446",39640000,1,"SQUIRRELGRAY","15_06_SH_000580.JPG","15_06_SH_000581.JPG","15_06_SH_000582.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1447",39640001,1,"DEERWHITETAILED","15_06_SH_000583.JPG","15_06_SH_000585.JPG","15_06_SH_000584.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1448",39640003,1,"DEERWHITETAILED","15_06_SH_000586.JPG","15_06_SH_000588.JPG","15_06_SH_000587.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1449",39640009,1,"PORCUPINE","15_06_SH_000589.JPG","15_06_SH_000591.JPG","15_06_SH_000590.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Porcupine"
"1450",39640011,1,"PORCUPINE","15_06_SH_000592.JPG","15_06_SH_000594.JPG","15_06_SH_000593.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Porcupine"
"1451",39640012,1,"BOBCAT","15_06_SH_000595.JPG","15_06_SH_000596.JPG","15_06_SH_000597.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Bobcat"
"1452",39640013,1,"SQUIRRELGRAY","15_06_SH_000598.JPG","15_06_SH_000599.JPG","15_06_SH_000600.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1453",39640021,1,"SQUIRRELGRAY","15_06_SH_000601.JPG","15_06_SH_000602.JPG","15_06_SH_000603.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1454",39640028,1,"SQUIRRELGRAY","15_06_SH_000604.JPG","15_06_SH_000605.JPG","15_06_SH_000606.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1455",39640029,1,"SQUIRRELGRAY","15_06_SH_000607.JPG","15_06_SH_000608.JPG","15_06_SH_000609.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1456",39640030,1,"SQUIRRELGRAY","15_06_SH_000610.JPG","15_06_SH_000611.JPG","15_06_SH_000612.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1457",39640031,1,"SQUIRRELGRAY","15_06_SH_000613.JPG","15_06_SH_000614.JPG","15_06_SH_000615.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1458",39640032,1,"SQUIRRELGRAY","15_06_SH_000616.JPG","15_06_SH_000617.JPG","15_06_SH_000618.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1459",39640037,1,"FISHER","15_06_SH_000619.JPG","15_06_SH_000620.JPG","15_06_SH_000621.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Fisher"
"1460",39640040,2,"SQUIRRELGRAY","15_06_SH_000622.JPG","15_06_SH_000623.JPG","15_06_SH_000624.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1461",39640047,1,"SQUIRRELGRAY","15_06_SH_000625.JPG","15_06_SH_000626.JPG","15_06_SH_000627.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1462",39640048,1,"FISHER","15_06_SH_000629.JPG","15_06_SH_000628.JPG","15_06_SH_000630.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Fisher"
"1463",39640052,2,"SQUIRRELGRAY","15_06_SH_000631.JPG","15_06_SH_000632.JPG","15_06_SH_000633.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1464",39640058,1,"SQUIRRELGRAY","15_06_SH_000635.JPG","15_06_SH_000634.JPG","15_06_SH_000636.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1465",39640061,1,"SQUIRRELGRAY","15_06_SH_000637.JPG","15_06_SH_000638.JPG","15_06_SH_000639.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1466",39640062,1,"DEERWHITETAILED","15_06_SH_000640.JPG","15_06_SH_000641.JPG","15_06_SH_000642.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","White-tailed Deer"
"1467",39640065,1,"SQUIRRELGRAY","15_06_SH_000643.JPG","15_06_SH_000644.JPG","15_06_SH_000645.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1468",39640072,1,"SQUIRRELGRAY","15_06_SH_000647.JPG","15_06_SH_000646.JPG","15_06_SH_000648.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1469",39640076,1,"SQUIRRELGRAY","15_06_SH_000650.JPG","15_06_SH_000649.JPG","15_06_SH_000651.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1470",39640079,1,"NOTHINGHERE","15_06_SH_000652.JPG","15_06_SH_000653.JPG","15_06_SH_000654.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Nothing Here"
"1471",39640080,1,"SQUIRRELGRAY","15_06_SH_000655.JPG","15_06_SH_000656.JPG","15_06_SH_000657.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Gray Squirrel"
"1472",39640082,1,"COYOTE","15_06_SH_000658.JPG","15_06_SH_000660.JPG","15_06_SH_000659.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Coyote"
"1473",39640089,1,"HUMAN","15_06_SH_000661.JPG","15_06_SH_000663.JPG","15_06_SH_000662.JPG",15,6,"Deciduous","SH",4,"9/20/19","12/7/19","12/7/19","South Hammond","Human"
"1474",31428450,1,"DEERWHITETAILED","15_14_DEG_000002.JPG","15_14_DEG_000003.JPG","15_14_DEG_000001.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1475",31428451,1,"DEERWHITETAILED","15_14_DEG_000004.JPG","15_14_DEG_000005.JPG","15_14_DEG_000006.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1476",31428452,1,"DEERWHITETAILED","15_14_DEG_000007.JPG","15_14_DEG_000008.JPG","15_14_DEG_000009.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1477",31428453,1,"DEERWHITETAILED","15_14_DEG_000010.JPG","15_14_DEG_000011.JPG","15_14_DEG_000012.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1478",31428454,1,"HUMAN","15_14_DEG_000013.JPG","15_14_DEG_000014.JPG","15_14_DEG_000015.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Human"
"1479",31428455,1,"DEERWHITETAILED","15_14_DEG_000016.JPG","15_14_DEG_000017.JPG","15_14_DEG_000018.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1480",31428456,1,"HUMAN","15_14_DEG_000019.JPG","15_14_DEG_000020.JPG","15_14_DEG_000021.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Human"
"1481",31428457,1,"DEERWHITETAILED","15_14_DEG_000022.JPG","15_14_DEG_000023.JPG","15_14_DEG_000024.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1482",31428458,1,"DEERWHITETAILED","15_14_DEG_000025.JPG","15_14_DEG_000026.JPG","15_14_DEG_000027.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1483",31428459,1,"NOTHINGHERE","15_14_DEG_000028.JPG","15_14_DEG_000029.JPG","15_14_DEG_000030.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Nothing Here"
"1484",31428460,2,"COYOTE","15_14_DEG_000031.JPG","15_14_DEG_000032.JPG","15_14_DEG_000033.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Coyote"
"1485",31428461,1,"DEERWHITETAILED","15_14_DEG_000034.JPG","15_14_DEG_000035.JPG","15_14_DEG_000036.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1486",31428462,1,"DEERWHITETAILED","15_14_DEG_000037.JPG","15_14_DEG_000038.JPG","15_14_DEG_000039.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1487",31428463,1,"DEERWHITETAILED","15_14_DEG_000040.JPG","15_14_DEG_000041.JPG","15_14_DEG_000042.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1488",31428464,1,"DEERWHITETAILED","15_14_DEG_000043.JPG","15_14_DEG_000044.JPG",NA,15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1489",31428465,1,"DEERWHITETAILED","15_14_DEG_000046.JPG","15_14_DEG_000047.JPG","15_14_DEG_000048.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1490",31428466,1,"DEERWHITETAILED","15_14_DEG_000049.JPG","15_14_DEG_000050.JPG","15_14_DEG_000051.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1491",31428467,1,"SOMETHINGHERE","15_14_DEG_000052.JPG","15_14_DEG_000053.JPG","15_14_DEG_000054.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Something Here"
"1492",31428468,1,"DEERWHITETAILED","15_14_DEG_000055.JPG","15_14_DEG_000056.JPG","15_14_DEG_000057.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1493",31428469,1,"DEERWHITETAILED","15_14_DEG_000058.JPG","15_14_DEG_000059.JPG","15_14_DEG_000060.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1494",31428470,1,"DEERWHITETAILED","15_14_DEG_000061.JPG","15_14_DEG_000062.JPG","15_14_DEG_000063.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1495",31428471,1,"DEERWHITETAILED","15_14_DEG_000064.JPG","15_14_DEG_000065.JPG","15_14_DEG_000066.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1496",31428472,1,"DEERWHITETAILED","15_14_DEG_000067.JPG","15_14_DEG_000068.JPG","15_14_DEG_000069.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1497",31428473,1,"NOTHINGHERE","15_14_DEG_000070.JPG","15_14_DEG_000071.JPG","15_14_DEG_000072.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","Nothing Here"
"1498",31428474,1,"DEERWHITETAILED","15_14_DEG_000073.JPG","15_14_DEG_000074.JPG","15_14_DEG_000075.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1499",31428475,1,"DEERWHITETAILED","15_14_DEG_000076.JPG","15_14_DEG_000077.JPG","15_14_DEG_000078.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1500",31428476,1,"DEERWHITETAILED","15_14_DEG_000079.JPG","15_14_DEG_000080.JPG","15_14_DEG_000081.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1501",31428477,1,"DEERWHITETAILED","15_14_DEG_000082.JPG","15_14_DEG_000083.JPG","15_14_DEG_000084.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1502",31428478,2,"DEERWHITETAILED","15_14_DEG_000085.JPG","15_14_DEG_000086.JPG","15_14_DEG_000087.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
"1503",31428479,1,"DEERWHITETAILED","15_14_DEG_000088.JPG","15_14_DEG_000089.JPG","15_14_DEG_000090.JPG",15,14,"Pine","DEG",1,"11/26/18","2/7/19","2/7/19","Degrasse","White-tailed Deer"
