"","X1","subject_ids","diff_species","choice","Imj1","Imj2","Img3","CamNum","SD_card_num","ForestType","ForestName","round","Date_Out","Date_Checked","Use_End_Date","Forest","Species","Diet"
"754",1573,37820613,1,"SQUIRRELGRAY","15_16_WHIP_000061.JPG","15_16_WHIP_000062.JPG","15_16_WHIP_000063.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"755",1575,37820676,1,"SQUIRRELGRAY","15_16_WHIP_000067.JPG","15_16_WHIP_000068.JPG","15_16_WHIP_000069.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"756",1578,37820723,1,"DEERWHITETAILED","15_16_WHIP_000076.JPG","15_16_WHIP_000077.JPG","15_16_WHIP_000078.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"757",1579,37820776,1,"RACCOON","15_16_WHIP_000079.JPG","15_16_WHIP_000080.JPG","15_16_WHIP_000081.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"758",1581,37820919,1,"RACCOON","15_16_WHIP_000085.JPG","15_16_WHIP_000086.JPG","15_16_WHIP_000087.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"759",1582,37820924,1,"SQUIRRELGRAY","15_16_WHIP_000088.JPG","15_16_WHIP_000089.JPG","15_16_WHIP_000090.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"760",1583,37820928,1,"SQUIRRELGRAY","15_16_WHIP_000091.JPG","15_16_WHIP_000092.JPG","15_16_WHIP_000093.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"761",1585,37821217,1,"RACCOON","15_16_WHIP_000097.JPG","15_16_WHIP_000098.JPG","15_16_WHIP_000099.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"762",1586,37821224,1,"RACCOON","15_16_WHIP_000100.JPG","15_16_WHIP_000101.JPG","15_16_WHIP_000102.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"763",1587,37821289,1,"RACCOON","15_16_WHIP_000103.JPG","15_16_WHIP_000104.JPG","15_16_WHIP_000105.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"764",1590,37821305,1,"CHIPMUNK","15_16_WHIP_000112.JPG","15_16_WHIP_000113.JPG","15_16_WHIP_000114.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Chipmunk","Omnivore"
"765",1593,37821373,1,"RACCOON","15_16_WHIP_000121.JPG","15_16_WHIP_000122.JPG","15_16_WHIP_000123.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"766",1595,37821415,1,"RACCOON","15_16_WHIP_000127.JPG","15_16_WHIP_000128.JPG","15_16_WHIP_000129.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"767",1596,37821416,1,"RACCOON","15_16_WHIP_000130.JPG","15_16_WHIP_000131.JPG","15_16_WHIP_000132.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"768",1599,37821588,1,"CHIPMUNK","15_16_WHIP_000139.JPG","15_16_WHIP_000140.JPG","15_16_WHIP_000141.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Chipmunk","Omnivore"
"769",1600,37821593,1,"FOXRED","15_16_WHIP_000142.JPG","15_16_WHIP_000143.JPG","15_16_WHIP_000144.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Red Fox","Mesocarnivore"
"770",1601,37821596,1,"RACCOON","15_16_WHIP_000145.JPG","15_16_WHIP_000146.JPG","15_16_WHIP_000147.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"771",1603,37821710,1,"RACCOON","15_16_WHIP_000151.JPG","15_16_WHIP_000152.JPG","15_16_WHIP_000153.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"772",1605,37821768,1,"RACCOON","15_16_WHIP_000160.JPG","15_16_WHIP_000161.JPG","15_16_WHIP_000162.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"773",1606,37821898,1,"SQUIRRELGRAY","15_16_WHIP_000163.JPG","15_16_WHIP_000164.JPG","15_16_WHIP_000165.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"774",1608,37821912,1,"SQUIRRELGRAY","15_16_WHIP_000169.JPG","15_16_WHIP_000170.JPG","15_16_WHIP_000171.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"775",1609,37821941,1,"DEERWHITETAILED","15_16_WHIP_000172.JPG","15_16_WHIP_000173.JPG","15_16_WHIP_000174.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"776",1610,37821951,1,"DEERWHITETAILED","15_16_WHIP_000175.JPG","15_16_WHIP_000176.JPG","15_16_WHIP_000177.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"777",1613,37821967,2,"CHIPMUNK","15_16_WHIP_000184.JPG","15_16_WHIP_000185.JPG","15_16_WHIP_000186.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Chipmunk","Omnivore"
"778",1614,37821994,1,"RACCOON","15_16_WHIP_000187.JPG","15_16_WHIP_000188.JPG","15_16_WHIP_000189.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"779",1615,37822028,2,"RACCOON","15_16_WHIP_000190.JPG","15_16_WHIP_000191.JPG","15_16_WHIP_000192.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"780",1618,37822087,1,"RACCOON","15_16_WHIP_000199.JPG","15_16_WHIP_000200.JPG","15_16_WHIP_000201.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"781",1623,37822157,1,"RACCOON","15_16_WHIP_000214.JPG","15_16_WHIP_000215.JPG","15_16_WHIP_000216.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"782",1624,37822178,1,"DEERWHITETAILED","15_16_WHIP_000217.JPG","15_16_WHIP_000218.JPG","15_16_WHIP_000219.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"783",1630,37822226,1,"OTHERSMALLMAMMAL","15_16_WHIP_000235.JPG","15_16_WHIP_000236.JPG","15_16_WHIP_000237.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Other Small Mammal","Omnivore"
"784",1631,37822290,1,"OTHERSMALLMAMMAL","15_16_WHIP_000238.JPG","15_16_WHIP_000239.JPG","15_16_WHIP_000240.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Other Small Mammal","Omnivore"
"785",1632,37822294,1,"PORCUPINE","15_16_WHIP_000241.JPG","15_16_WHIP_000242.JPG","15_16_WHIP_000243.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Porcupine","Herbivore"
"786",1633,37822297,1,"DEERWHITETAILED","15_16_WHIP_000244.JPG","15_16_WHIP_000245.JPG","15_16_WHIP_000246.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"787",1635,37822478,1,"DEERWHITETAILED","15_16_WHIP_000250.JPG","15_16_WHIP_000251.JPG","15_16_WHIP_000252.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"788",1637,37822576,1,"CHIPMUNK","15_16_WHIP_000256.JPG","15_16_WHIP_000257.JPG","15_16_WHIP_000258.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Chipmunk","Omnivore"
"789",1641,37822647,1,"CHIPMUNK","15_16_WHIP_000268.JPG","15_16_WHIP_000269.JPG","15_16_WHIP_000270.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Chipmunk","Omnivore"
"790",1643,37822690,1,"WEASEL","15_16_WHIP_000274.JPG","15_16_WHIP_000275.JPG","15_16_WHIP_000276.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Weasel","Mesocarnivore"
"791",1646,37822762,1,"DEERWHITETAILED","15_16_WHIP_000283.JPG","15_16_WHIP_000284.JPG","15_16_WHIP_000285.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"792",1647,37822787,1,"SQUIRRELGRAY","15_16_WHIP_000286.JPG","15_16_WHIP_000287.JPG","15_16_WHIP_000288.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"793",1648,37823009,1,"DEERWHITETAILED","15_16_WHIP_000289.JPG","15_16_WHIP_000290.JPG","15_16_WHIP_000291.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"794",1649,37823012,2,"SQUIRRELGRAY","15_16_WHIP_000292.JPG","15_16_WHIP_000293.JPG","15_16_WHIP_000294.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"795",1650,37823027,1,"SQUIRRELGRAY","15_16_WHIP_000295.JPG","15_16_WHIP_000296.JPG","15_16_WHIP_000297.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"796",1652,37823279,1,"DEERWHITETAILED","15_16_WHIP_000301.JPG","15_16_WHIP_000302.JPG","15_16_WHIP_000303.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","White-tailed Deer","Herbivore"
"797",1653,37823302,1,"RACCOON","15_16_WHIP_000304.JPG","15_16_WHIP_000305.JPG","15_16_WHIP_000306.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"798",1658,37823449,2,"OTHERSMALLMAMMAL","15_16_WHIP_000319.JPG","15_16_WHIP_000320.JPG","15_16_WHIP_000321.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Other Small Mammal","Omnivore"
"799",1660,37823613,2,"SQUIRRELGRAY","15_16_WHIP_000325.JPG","15_16_WHIP_000326.JPG","15_16_WHIP_000327.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"800",1662,37823717,1,"OTHERSMALLMAMMAL","15_16_WHIP_000331.JPG","15_16_WHIP_000332.JPG","15_16_WHIP_000333.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Other Small Mammal","Omnivore"
"801",1664,37823768,1,"RACCOON","15_16_WHIP_000337.JPG","15_16_WHIP_000338.JPG","15_16_WHIP_000339.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Raccoon","Mesocarnivore"
"802",1665,37823780,1,"SQUIRRELGRAY","15_16_WHIP_000340.JPG","15_16_WHIP_000341.JPG","15_16_WHIP_000342.JPG",15,16,"Pine","WHIP",3,"5/13/19","9/4/19","9/3/19","Whippoorwill Corners","Gray Squirrel","Omnivore"
"803",1666,37161902,1,"DEERWHITETAILED","15_35_DEG_000001.JPG","15_35_DEG_000002.JPG","15_35_DEG_000003.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"804",1667,37161903,1,"FISHER","15_35_DEG_000004.JPG","15_35_DEG_000005.JPG","15_35_DEG_000006.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","Fisher","Mesocarnivore"
"805",1668,37161904,1,"DEERWHITETAILED","15_35_DEG_000007.JPG","15_35_DEG_000008.JPG","15_35_DEG_000009.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"806",1669,37161905,1,"DEERWHITETAILED","15_35_DEG_000010.JPG","15_35_DEG_000011.JPG","15_35_DEG_000012.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"807",1670,37161906,1,"DEERWHITETAILED","15_35_DEG_000016.JPG","15_35_DEG_000017.JPG","15_35_DEG_000018.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"808",1671,37161907,1,"FISHER","15_35_DEG_000019.JPG","15_35_DEG_000020.JPG","15_35_DEG_000021.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","Fisher","Mesocarnivore"
"809",1672,37161908,1,"PORCUPINE","15_35_DEG_000022.JPG","15_35_DEG_000023.JPG","15_35_DEG_000024.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","Porcupine","Herbivore"
"810",1673,37161909,1,"DEERWHITETAILED","15_35_DEG_000025.JPG","15_35_DEG_000026.JPG","15_35_DEG_000027.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"811",1674,37161910,1,"DEERWHITETAILED","15_35_DEG_000028.JPG","15_35_DEG_000029.JPG","15_35_DEG_000030.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"812",1675,37161911,1,"DEERWHITETAILED","15_35_DEG_000031.JPG","15_35_DEG_000032.JPG","15_35_DEG_000033.JPG",15,35,"Pine","DEG",2,"2/7/19","5/16/19","5/16/19","Degrasse","White-tailed Deer","Herbivore"
"813",1678,37161914,1,"DEERWHITETAILED","17_08_BC_000001.JPG","17_08_BC_000002.JPG","17_08_BC_000003.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"814",1680,37161916,1,"COTTONTAILRABBIT","17_08_BC_000007.JPG","17_08_BC_000008.JPG","17_08_BC_000009.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Cottontail Rabbit","Herbivore"
"815",1681,37161917,1,"DEERWHITETAILED","17_08_BC_000010.JPG","17_08_BC_000011.JPG","17_08_BC_000012.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"816",1683,37161919,1,"DEERWHITETAILED","17_08_BC_000016.JPG","17_08_BC_000017.JPG","17_08_BC_000018.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"817",1684,37161920,1,"DEERWHITETAILED","17_08_BC_000019.JPG","17_08_BC_000020.JPG","17_08_BC_000021.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"818",1685,37161921,1,"DEERWHITETAILED","17_08_BC_000022.JPG","17_08_BC_000023.JPG","17_08_BC_000024.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"819",1686,37161922,1,"DEERWHITETAILED","17_08_BC_000025.JPG","17_08_BC_000026.JPG","17_08_BC_000027.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"820",1687,37161923,1,"RACCOON","17_08_BC_000028.JPG","17_08_BC_000029.JPG","17_08_BC_000030.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Raccoon","Mesocarnivore"
"821",1691,37161927,1,"PORCUPINE","17_08_BC_000046.JPG","17_08_BC_000047.JPG","17_08_BC_000048.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"822",1697,37161933,1,"DEERWHITETAILED","17_08_BC_000073.JPG","17_08_BC_000074.JPG","17_08_BC_000075.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"823",1698,37161934,1,"SQUIRRELGRAY","17_08_BC_000076.JPG","17_08_BC_000077.JPG","17_08_BC_000078.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"824",1699,37161935,1,"SQUIRRELGRAY","17_08_BC_000079.JPG","17_08_BC_000080.JPG","17_08_BC_000081.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"825",1700,37161936,1,"DEERWHITETAILED","17_08_BC_000082.JPG","17_08_BC_000083.JPG","17_08_BC_000084.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"826",1701,37161937,1,"DEERWHITETAILED","17_08_BC_000085.JPG","17_08_BC_000086.JPG","17_08_BC_000087.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"827",1702,37161938,1,"BOBCAT","17_08_BC_000088.JPG","17_08_BC_000089.JPG","17_08_BC_000090.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Bobcat","Mesocarnivore"
"828",1704,37161940,1,"RACCOON","17_08_BC_000094.JPG","17_08_BC_000095.JPG","17_08_BC_000096.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Raccoon","Mesocarnivore"
"829",1705,37161941,1,"FISHER","17_08_BC_000097.JPG","17_08_BC_000098.JPG","17_08_BC_000099.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Fisher","Mesocarnivore"
"830",1706,37161942,1,"BLACKBEAR","17_08_BC_000100.JPG","17_08_BC_000101.JPG","17_08_BC_000102.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Black Bear","Omnivore"
"831",1707,37161943,1,"COYOTE","17_08_BC_000103.JPG","17_08_BC_000104.JPG","17_08_BC_000105.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Coyote","Mesocarnivore"
"832",1716,37161952,1,"PORCUPINE","17_08_BC_000139.JPG","17_08_BC_000140.JPG","17_08_BC_000141.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"833",1724,37161960,1,"SQUIRRELGRAY","17_08_BC_000166.JPG","17_08_BC_000167.JPG","17_08_BC_000168.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"834",1725,37161961,2,"FISHER","17_08_BC_000169.JPG","17_08_BC_000170.JPG","17_08_BC_000171.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Fisher","Mesocarnivore"
"835",1732,37161968,1,"PORCUPINE","17_08_BC_000193.JPG","17_08_BC_000194.JPG","17_08_BC_000195.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Porcupine","Herbivore"
"836",1733,37161969,1,"DEERWHITETAILED","17_08_BC_000196.JPG","17_08_BC_000197.JPG",NA,17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"837",1734,37161970,1,"DEERWHITETAILED","17_08_BC_000199.JPG","17_08_BC_000200.JPG","17_08_BC_000201.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"838",1735,37161971,1,"DEERWHITETAILED","17_08_BC_000202.JPG","17_08_BC_000203.JPG","17_08_BC_000204.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"839",1736,37161972,1,"DEERWHITETAILED","17_08_BC_000205.JPG","17_08_BC_000206.JPG","17_08_BC_000207.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","White-tailed Deer","Herbivore"
"840",1749,37161985,2,"SQUIRRELGRAY","17_08_BC_000262.JPG","17_08_BC_000263.JPG","17_08_BC_000264.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"841",1750,37161986,1,"SQUIRRELGRAY","17_08_BC_000265.JPG","17_08_BC_000266.JPG","17_08_BC_000267.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"842",1751,37161987,2,"FISHER","17_08_BC_000268.JPG","17_08_BC_000269.JPG","17_08_BC_000270.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Fisher","Mesocarnivore"
"843",1753,37161989,2,"SQUIRRELGRAY","17_08_BC_000274.JPG","17_08_BC_000275.JPG","17_08_BC_000276.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"844",1754,37161990,1,"SQUIRRELGRAY","17_08_BC_000277.JPG","17_08_BC_000278.JPG","17_08_BC_000279.JPG",17,8,"Deciduous","BC",2,"3/4/19","5/11/19","5/11/19","Beaver Creek","Gray Squirrel","Omnivore"
"845",1757,31428529,1,"DEERWHITETAILED","17_24_BC_000001.JPG","17_24_BC_000002.JPG","17_24_BC_000003.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"846",1758,31428530,1,"DEERWHITETAILED","17_24_BC_000004.JPG","17_24_BC_000005.JPG","17_24_BC_000006.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"847",1759,31428531,1,"DEERWHITETAILED","17_24_BC_000007.JPG","17_24_BC_000008.JPG","17_24_BC_000009.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"848",1760,31428532,1,"DEERWHITETAILED","17_24_BC_000010.JPG","17_24_BC_000011.JPG","17_24_BC_000012.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"849",1761,31428533,1,"DEERWHITETAILED","17_24_BC_000013.JPG","17_24_BC_000014.JPG","17_24_BC_000015.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"850",1762,31428534,1,"DEERWHITETAILED","17_24_BC_000016.JPG","17_24_BC_000017.JPG","17_24_BC_000018.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"851",1763,31428535,1,"DEERWHITETAILED","17_24_BC_000019.JPG","17_24_BC_000020.JPG","17_24_BC_000021.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"852",1765,31428537,1,"DEERWHITETAILED","17_24_BC_000025.JPG","17_24_BC_000026.JPG","17_24_BC_000027.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"853",1766,31428538,1,"SQUIRRELGRAY","17_24_BC_000028.JPG","17_24_BC_000029.JPG","17_24_BC_000030.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"854",1767,31428539,1,"SQUIRRELGRAY","17_24_BC_000031.JPG","17_24_BC_000032.JPG","17_24_BC_000033.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"855",1768,31428540,1,"SQUIRRELGRAY","17_24_BC_000034.JPG","17_24_BC_000035.JPG","17_24_BC_000036.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"856",1769,31428541,1,"SQUIRRELGRAY","17_24_BC_000037.JPG","17_24_BC_000038.JPG","17_24_BC_000039.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"857",1770,31428542,1,"DEERWHITETAILED","17_24_BC_000040.JPG","17_24_BC_000041.JPG","17_24_BC_000042.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"858",1771,31428543,1,"DEERWHITETAILED","17_24_BC_000043.JPG","17_24_BC_000044.JPG","17_24_BC_000045.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"859",1772,31428544,1,"DEERWHITETAILED","17_24_BC_000046.JPG","17_24_BC_000047.JPG","17_24_BC_000048.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","White-tailed Deer","Herbivore"
"860",1775,31428547,1,"SQUIRRELGRAY","17_24_BC_000055.JPG","17_24_BC_000056.JPG","17_24_BC_000057.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"861",1777,31428549,1,"SQUIRRELGRAY","17_24_BC_000061.JPG","17_24_BC_000062.JPG","17_24_BC_000063.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
"862",1778,31428550,1,"SQUIRRELGRAY","17_24_BC_000064.JPG","17_24_BC_000065.JPG","17_24_BC_000066.JPG",17,24,"Deciduous","BC",1,"11/15/18","3/4/19","3/2/19","Beaver Creek","Gray Squirrel","Omnivore"
